Line,Female Parent,Male Parent
1068133,Mirada-RR,MK1011B5-B1BAH
1068134,CR0924N,MK1011B5-B3BAH
1068138,CR3333N,PI674119
1068141,EI3912A8-D0DNN,AG3034
1068143,AG3803-T4BAH,FN3613B8-C0YNN
1068144,EI3912A8-D0DNN,AG3034
1068151,0,0
1068156,0,0
1068157,0,0
1068158,0,0
1068162,PI664043,AW1611D4-B0BAH
1068163,0,0
1068168,0,0
1068175,0,0
1068177,0,0
1068186,0,0
1068187,0,0
1068189,Mirada-RR,FLO413A7-C0DNN
1068194,0,0
1068206,0,0
1068207,0,0
1068213,0,0
1068219,0,0
1068223,0,0
1068244,0,0
1068285,0,0
1068325,0,0
1068352,0,0
1068376,0,0
1068433,0,0
1068479,0,0
1068482,0,0
1068483,0,0
1068485,0,0
1068494,0,0
1068801,AG5535,HH5212B3-CODNN
1068802,AG5535,HH5212B4-C0DNN
1068804,AG5535,AG5535 (3) x AG5605-T5BAH
1068831,AG5535,AG5535 (3) x AG5605-T0BAH
1068883,BN2413A9-C0DNN,PI561718
1068884,BN2413A9-C0DNN,PI561718
1068888,AG3334,PI674119
1068892,RM2113B3-C0YNN,PI674117
1068893,M2113B3-C0YNN,RM1909B7-D0YN-T3BAH
1068905,0,0
1068916,0,0
1068968,CR4752NS,EI3912A8-D0DNN
1069661,CR-4522N,EI4811A4-B2BAH
1069686,NC5511B8-B2AAC,NC6012A1-C0DNN
1069688,AG6931,NC6012A1-C0DNN
1069709,CR-7602N,HH6211A2-B0BAH
1069720,NC7412A2-C0YNN,AG6931-T0DNN
1072223,0,0
1072224,CBRB1531R2N,MK0512B6-C0DNN
1072231,0,0
1072245,0,0
1072258,0,0
1072268,0,0
1072273,0,0
1072279,0,0
1072293,PI673070,EI4013C6-D0DNN
1072718,0,0
1072727,0,0
1072730,0,0
1072744,0,0
1072775,0,0
1072782,0,0
1072787,0,0
1072798,0,0
1072802,0,0
1072819,0,0
1072833,0,0
1072836,0,0
1072868,0,0
1072874,0,0
1072877,0,0
1072883,0,0
1073416,0,0
1073418,0,0
1073419,0,0
1073420,0,0
1073421,0,0
1073422,0,0
1073425,0,0
1073426,0,0
1073427,0,0
1073430,0,0
1073431,0,0
1073432,0,0
1073501,0,0
1073503,0,0
1153631,0,0
1164951,0,0
1166158,0,0
1272932,0,0
1347284,701683-52,701683-52 x 01136-F-64
1373542,260744-19,260744-19 x MON89788
1446437,15733-79,170828-21
1572432,A301024,63639
1573379,60606,PI556814
1/11/6303,PI578498,Qi Huang 1 Hao
1610366,0,0
1827082,A8 x CM203,63809
1906039,267109-28,267109-28 x 275503-16
2/2/7415,Tie 3059,PI548506
2022323,0,0
2022433,0,0
2062556,0,0
3/3/7611,7413-2-2 Hun,PI548532
2122510,171895,ResnikRR
2194504,0,0
2222130,171895,ResnikRR
2222230,171895,ResnikRR
2222450,13404GG,61615-94RR
2281582,0,0
2322470,13404GG,ResnikRR
2322680,15733-BB,01718-90 (2) x 10305-01RR
2322780,13404GG,13404GG x ResnikRR
2333338,3045229-01,3045229-01 x MON89788
2432515,0,0
2440653,0,0
2441083,0,0
2441085,0,0
2441246,0,0
2441819,0,0
2441875,0,0
2912951,0,0
2912957,0,0
3002101,210503-23,210503-23 x MON89788
3022253,0,0
3284882,0,0
3317361,0,0
3394768,50226,10428
3414552,0,0
3422310,13404GG,13404GG x ResnikRR
3422410,13404GG,ResnikRR
3422820,13404GG,13404GG x ResnikRR
3440625,0,0
3460606,851008-021,895325
3460637,851008-021,895325
3539836,851008-021,895325
3544870,0,0
3622590,18270-82,63639-58RR
3737117,0,0
3955412,0,0
4008211,(Asgrow 3244 x (Asgrow 2722 x ((Asgrow 2943 x D456217) x (Asgrow 2943 x L2-3))) x AG3302,DBL3201B1R
4027271,AJW2900C0S,PI612954
4062885,PI602597,H6255RR
4074328,506521-73,AG3201
4142393,Asgrow 2553 x AG2903,Asgrow 2553 x AG2903
4145306,0,0
4174206,Asgrow 2553 x (Asgrow 2722 x ((Asgrow 2943 x D456217) x (Asgrow 2943 x L2-3)) x AG2703),AG3201
4181001,0,0
4184501,0,0
4201823,Asgrow 3525,Dekalb DKB31-51
4211676,0,0
4216033,0,0
4238491,0,0
4274171,PI606072,DFL0201A0R
4282159,CSR2533,AG2402 x (Asgrow 2722 x ((Asgrow 2943 x D456217) x (Asgrow 2943 x L2-3))) x AG2703)
4297661,(Asgrow 2247 x (Asgrow 2722 x ((Asgrow 2943 x D456217) x (Asgrow 2943 x L2-3)))) x Dekalb DKB27-51,8861
4324131,0,0
4324401,0,0
4328386,0,0
4334045,0,0
4336643,PI612954,PI603791
4337175,0,0
4348019,0,0
4367308,PI606075,MI65910
4380321,0,0
4405070,0,0
4417380,0,0
4417779,0,0
4423183,0,0
4423586,DGL4700A0R,PI628663
4427363,Asgrow 3469 x AG3502,Asgrow 3469 x AG3502
4428183,0,0
4436909,61615E,Dekalb DKB28-52
4441080,0,0
4442112,0,0
4484623,0,0
4502135,AOX3701F0C,DOX3901A0R
4506816,0,0
4513420,0,0
4540394,(Asgrow 2247 x (Asgrow 2722 x ((Asgrow 2943 x D456217) x (Asgrow 2943 x L2-3)))) x Dekalb DKB27-51,8861
4551757,PI612947,PI606075
4554257,(Asgrow 3244 x (Asgrow 2722 x ((Asgrow 2943 x D456217) x (Asgrow 2943 x L2-3))) x AG3302,PI612943
4559809,Asgrow 3525,Dekalb DKB31-51
4568207,0,0
4587513,AAK3301B0C,CSR3403
4589609,PI612952,AGM61920
4614131,Dekalb DKB45-51,PI628663
4622810,Luke,63639-58RR
4647672,FR24960,PI612954
4671685,PI606083,AGC39703
4676311,Asgrow 3836,PI612943
4688589,CSR4800,PI628663
4704310,0,0
4706198,0,0
4713487,0,0
4735316,AGA07801,HP192
4735486,CBN2602F0C,CSR2533
4761767,02122920',PI606081
4766295,(Asgrow 2247 x (Asgrow 2722 x ((Asgrow 2943 x D456217) x (Asgrow 2943 x L2-3)))) x AG3201,CSR3922N
4778469,(Asgrow 2247 x (Asgrow 2722 x ((Asgrow 2943 x D456217) x (Asgrow 2943 x L2-3)))) x FPG26932,CSR3922N
4785923,Asgrow 3525,Dekalb DKB31-51
4789516,DCP3700B0R,PI628663
4803070,0,0
4805442,0,0
4812469,61615E,Dekalb DKB28-52
4817034,0,0
4835953,(Asgrow 2247 x (Asgrow 2722 x ((Asgrow 2943 x D456217) x (Asgrow 2943 x L2-3)))) x FPG26932,CSR3922N
4852004,PI632305,CSR4512N
4857548,PI592558,H6255RR
4878185,0,0
4880500,(Asgrow 2247 x (Asgrow 2722 x ((Asgrow 2943 x D456217) x (Asgrow 2943 x L2-3)))) x AG3201,CSR3922N
4909380,0,0
4916816,0,0
4921237,0,0
4929388,0,0
4938051,(Asgrow 2247 x (Asgrow 2722 x ((Asgrow 2943 x D456217) x (Asgrow 2943 x L2-3)))) x AG3201,CSR3922N
4953710,708990,PI632307
4959932,SY73789,BRG4588
4991629,(Asgrow 3244 x (Asgrow 2722 x ((Asgrow 2943 x D456217) x (Asgrow 2943 x L2-3))) x AG3302,DBL3201B1R
5019225,0,0
5023230,0,0
5040134,0,0
5050235,0,0
5051007,0,0
5080188,0,0
5121531,3010540-14,3010540-14 x MON89788
5138236,0,0
5204220,0,0
5274456,3030009-09,MON89788
5306230,0,0
5319227,0,0
5333301,0,0
5343260,0,0
5348287,0,0
5419227,0,0
5420128,0,0
5432082,0,0
5439497,0,0
5512112,0,0
5520279,0,0
5521161,0,0
5523145,0,0
5549483,0,0
5608398,0,0
5621161,0,0
5624126,0,0
5626085,0,0
5628386,0,0
5720482,0,0
5723045,0,0
5723264,0,0
5726085,0,0
5726175,0,0
5733056,0,0
5741081,0,0
5802205,0,0
5806063,0,0
5820263,0,0
5826056,0,0
5826376,0,0
5830261,0,0
5834401,0,0
5900450,0,0
5939002,0,0
6012078,0,0
6021638,0,0
6031715,0,0
6035184,0,0
6044483,0,0
6084915,0,0
6111333,0,0
6114011,0,0
6134466,0,0
6135319,0,0
6137445,0,0
6139105,0,0
6141145,0,0
6141287,0,0
6190006,0,0
6214260,0,0
6223012,0,0
6223392,0,0
6226454,0,0
6238359,0,0
6265047,0,0
6301722,0,0
6326393,0,0
6332236,0,0
6342078,0,0
6345184,0,0
6408448,0,0
6419156,0,0
6421326,0,0
6424090,0,0
6434385,0,0
6439359,0,0
6440261,0,0
6442216,FN3211C3-C0AAC,A3525-A3244-BAH
6449315,0,0
6451223,0,0
6540220,0,0
6547272,0,0
6548193,0,0
6549250,0,0
6600375,0,0
6635047,0,0
6636454,0,0
6701475,0,0
6703392,0,0
6719022,0,0
6719331,0,0
6723322,0,0
6733322,0,0
6736054,0,0
6819331,0,0
6819456,0,0
6836085,0,0
6900358,0,0
6910450,0,0
6917445,0,0
6928285,0,0
6928331,0,0
6929431,0,0
6935331,0,0
7013345,0,0
7017301,0,0
7021638,0,0
7034069,0,0
7041461,0,0
7043182,0,0
7046110,0,0
7113111,0,0
7115150,0,0
7132368,0,0
7143182,0,0
7194277,0,0
7225093,0,0
7240440,0,0
7243182,0,0
7311153,0,0
7317090,0,0
7340418,3045447-13,3045447-13 x MON89788
7401262,0,0
7429331,0,0
7431014,0,0
7509171,0,0
7511119,0,0
7524005,0,0
7535357,0,0
7537171,0,0
7549450,0,0
7614385,0,0
7631014,0,0
7643392,0,0
7702022,0,0
7733084,0,0
7745043,0,0
7750107,0,0
7750221,0,0
7750311,0,0
7750348,0,0
7751247,0,0
7751434,0,0
7751446,0,0
7752436,0,0
7752601,0,0
7753138,0,0
7755731,0,0
7755811,0,0
7756229,0,0
7756708,0,0
7802022,0,0
7802136,0,0
7803418,0,0
7811336,0,0
7824344,0,0
7828080,0,0
7904162,0,0
7907301,0,0
7925084,0,0
7925118,0,0
8012419,0,0
8023330,0,0
8029288,0,0
8093572,0,0
8194832,212802-04,212802-04 x MON89788
8201155,0,0
8220483,0,0
8235453,0,0
8249120,0,0
8250404,0,0
8254503,0,0
8263536,0,0
8273775,272845-20,272845-20 x MON89788
8275203,0,0
8282249,0,0
8282816,0,0
8282934,0,0
8322144,0,0
8334328,0,0
8351577,3043422-27,MON89788
8434328,0,0
8459669,0,0
8533440,0,0
8536465,0,0
8607481,0,0
8615185,0,0
8624001,0,0
8647195,0,0
8730231,0,0
8734242,0,0
8837234,0,0
8919112,0,0
8922462,0,0
9092492,0,0
9114187,0,0
9133222,0,0
9330782,0,0
9445098,0,0
9462908,0,0
9531302,0,0
9728361,0,0
10011020,210705-09,210705-09 x Y28K22
10110882,67185102,263619-24
10221117,J43139,J52639
10442723,263619-24,67101117
10525143,0,0
11133031,260744-14,67105117
11190435,4075433-12,6482440-01
11203105,4075433-12,6482119-01
11251426,F464051L,F57449C
11263801,F40438C,F464161
11374861,Y24WB12,260744-19
11430023,54655601-08,5469102-03-01
12004711,67197019,260744-19
12133031,260744-14,67105117
12245180,PI636124,MON89788
12302458,SJ131981,MON89788
12420961,67153199,260744-19
12421671,67197019,260744-19
13182736,260744-14,67169105
13203100,5626085,MON89788
13285180,PI636124,MON89788
13350612,260744-14,67105117
13430771,67109036,260744-14
14070051,67137135,260744-14
14163501,210705-09,Y28K22 x 210705-09
14164959,J52317,102267/28
14172101,260744-14,67129132
14265229,PI651518,MON89788
14333215,117938-24,117938-24 x MON89788
14454401,260744-14,67105117
15070051,67137135,260744-14
15115139,5626085,MON89788
15120100,CBL3705N1R,MON89788
15172101,260744-14,67129132
15183211,F57823C,F464063L
15211129,PI651518,MON89788
15332100,5626085,MON89788
15333091,3073833-15-24,03JR313108
15900040,0,0
15995451,0,0
16333091,3073833-15-24,03JR313108
16352100,5626085,MON89788
16480296,SJ131981,MON89788
17082821,0,0
17110882,67185102,263619-24
17140094,Y26WB44,260744-19
17164777,SJ131981,MON89788
17621620,0,0
17731225,0,0
18040631,3069247-21,02JR318004
18172925,Y29SD41,3026148-18
18340601,67165027,260744-19
19091245,4075433-12,6482440-01
19602310,0,0
19704120,0,0
19704210,0,0
19704220,0,0
19704230,0,0
19704280,0,0
19705120,0,0
20364935,Asgrow 3525,Asgrow 3525 x 5464705-06
20453014,PI647989,MON89788
21150231,7750221,7751446
21151712,0,0
21264635,Asgrow 3525,Asgrow 3525 x 5464705-06
22164261,67153199,260744-19
22170671,67137096-28,67185166-22
22290432,Y31SM135,263619-24
23170671,67137096-28,67185166-22
23183371,67133079-12,67101134-12
23210992,PI556780,77189114
23272101,260744-12,67129132
24230142,0,0
24261012,0,0
25261523,5035030-22,77189114
26034631,0,0
26074414,0,0
26082635,0,0
26143837,0,0
26170838,0,0
26253445,4073905-08,4073905-08 x 3069247-28
26312034,0,0
26650228,0,0
26660135,0,0
27063030,0,0
27113942,67185166-22,67205015-25
27120191,6463438-10,67185102-24
27153891,4067535-56,67133034-24
27311841,67137135,260744-19
27353445,4073905-08,4073905-08 x 3069247-28
27471761,67121146,215716-02
28241823,3046231-21,77189114
28353445,4073905-08,4073905-08 x 3069247-28
28384013,7756708,77201087
29082991,6463438-10,7753138
29124801,260744-14,7750311
29140711,5463213-25,7750221
29254233,3045229-01,3045229-01 x 67185056-04
30451113,OX2908C8-D0YN,OX2908C8-D0YN x 77201164
31462553,OX2908C8-D0YN,OX2908C8-D0YN x 77201164
32143113,DAK2306A0R-0017,RM2507B6-B0YN
32150325,R04-357,GL4708A2-D0YN
32292803,6463438-10,77197051
32390021,260744-19,7750348
33193068,7755731,67137080-05
33351113,OX2908C8-D0YN,OX2908C8-D0YN x 77201164
34221541,260744-14,7750311
34251723,85331715,BL3908A1-D0YN
34362728,67133079-11,77169078
35220501,0,0
35424318,67133079-11,7751446
35460534,7755811,7755811 x BL3208A6-D0YN
36074412,67101134-12,67101134-12 x 7754043
36120411,260744-14,MON89788
36133391,67133079-12,67133079-12 x 7751434
36162553,OX2908C8-D0YN,OX2908C8-D0YN x 77201164
36211415,4075433-16,4075433-16 x 165445-25
36314231,266502-28,165445-25
36391644,OX2908C8-D0YN,OX2908C8-D0YN x 77201164
37083371,67133079-12,67101134-12
37144482,85331715,7751713 x 165445-25
37173872,67133079-12,67133079-12 x 67169058-26
37273791,7745043,CF60GR
38050801,7750107,98331422
38053212,85331715,67185166-22
38141102,85331715,67185166-22
38292104,F14460,F10348
38401184,7756229,8275203
39162602,67133079-12,67133079-12 x 7751434
39242052,8250404,31-11RY
39382828,67133079-11,67137173-05
39929568,0,0
40064419,91133,31649-67
40064423,91133,31649-67
41180801,9460609-21,Exp4406
41243017,FL0510A3,A3525-A3244-BAH
41372926,7460648-02,7460648-02 x 6461702-15
41373511,1136,60606-99
41373519,1136,60606-99
41421431,3069247-21,3069247-21 (2) x 3045229-01
42062766,06KL163284,06KL163284 x 261438-37
43096025,PRO 3025R2C,7751713-5
43284597,06JR207680,06JR207680 x 4073545-60
43341876,Asgrow 3525,Asgrow 3525 x 6462003-28
43383687,3065940-19,PI567598B
43393886,06NB204846,06NB204846 x 7466638-24
43433651,6464006-09,WN0800104
44022461,BL3809A4-D0YN,BL3809A4-D0YN x 8282934
44302246,263626-15,701717-54
44364071,BL3809A4-D0YN,BL3809A4-D0YN x 8282249
45343736,06NB199067,06NB199067 x 7460202-01
45391601,9410619-33,Exp4406
46043017,FL0510A3,A3525-A3244-BAH
46092117,7751713-5,A3525-A3244-BAH
46312031,8254503,7752601
46434117,7754043-24,A3525-A3244-BAH
47730963,0,0
48043017,FL0510A3,A3525-A3244-BAH
48043324,0,0
48160931,4073905-08,3069247-28
48364117,7754043-24,A3525-A3244-BAH
48381241,88234045,7754043 x 67137096-28
50262411,BL3409A7-D0YN,A3525-A3244-BAH
50272171,4075433-12,03JR309156
50281686,06NB199076,06NB199076 x 7469908-29
50652173,81656K,63639-55
50955984,94523 x 98148,98148
51110007,HI0800642,7468905-16
51201110,AG2031,AG2031 x AK3010T3-T0BAH
51240902,260744-14,260744-14 x A3525-A3244-BAH
51284052,6464006-09,Exp4406
51367771,Syngenta S39-11C,63639-58
52001307,8477346-58,Asgrow 3525 x 8477346-58
52030201,9460609-21,Exp4406
52032434,88234045,7754043 x 67133115-28
52232331,FL0510A3,A3525-A3244-BAH
53030521,FL0510A3,A3525-A3244-BAH
53032202,260744-14,260744-14 x A3525-A3244-BAH
53146341,7754043-24,A3525-A3244-BAH
54011548,546546-05,546546-05 x HI0902448
54062650,HI0800635,Exp4406
54113122,9461605-18,Exp4406
54172927,06NB204846,Exp4406
54190212,OW902319,Exp4406
55021012,260744-14,260744-14 x A3525-A3244-BAH
55030014,FL0510A3,A3525-A3244-BAH
56042428,FL0510A3,A3525-A3244-BAH
56052100,PI660304,AG4005-T0BAH
56181837,6464006-09,BN0800121 x 646006-09
57111348,BN0902129,Exp4406
57160653,8251233-34,A3525-A3244-BAH
58101437,6464006-09,WN0800104
58111502,260744-14,260744-14 x A3525-A3244-BAH
58150703,8251233-34,A3525-A3244-BAH
58211811,OX2809B2-D0YN,OX2809B2-D0YN x 7751247
59104161,9460609-21,Exp4406
60111034,AG2031,A3525-A3244-BAH
60111110,9460609-21,Exp4406
60211960,01136-22,03940-46
60390131,BL3510A9-D0AAC,A3525-A3244-BAH
60431428,9461036-21,Exp4406
61162227,GL4210B5-D0AAC,A3525-A3244-BAH
61311131,BL3510A9-D0AAC,A3525-A3244-BAH
61414428,9461036-21,Exp4406
61584642,91133,91133 x 10305-01RR
61598277,92027-04,92027-04 (3) x RRExp
61598280,92027-04,92027-04 (3) x RRExp
61617315,91133RR,91133RR x 10305-01RR
61623474,1136,1136 x 71005-05RR
61630497,1136,1136 x 71005-05RR
61631202,1136,1136 x 71005-05RR
61646251,01718-90,01718-90 x 10305-01RR
61647479,01718-90,01718-90 x 10305-01RR
61658236,01718-90,01718-90 x 10305-01RR
61662078,171895,01718-95 x ResnikRR
61675408,171895,01718-95 x ResnikRR
61675413,171895,01718-95 x ResnikRR
61694097,13404GG,ResnikRR
62030513,7751713-5,A3525-A3244-BAH
62232543,GL4210B5-D0AAC,A3525-A3244-BAH
63301112,AR0830199,Exp4406
63332027,BN0902129,Exp4406
64272401,9052927-05,A3525-A3244-BAH
64432136,9417127-35,Exp4406
65012333,GL4210A9-D0AAC,GL4210B5-D0AAC
65090203,CR2-0114,CR2-0014 (3) x A3525-A3244-BAH
65110742,9419033-20,Exp4406
65352211,8477346-58,BN2410A3-DOAAC
65382631,8259421-48,A3525-A3244-BAH
66050405,9016902-07,9016902-07 x RM1110B5-B1AAC
67101117,0,0
67105040,0,0
67105117,0,0
67109036,0,0
67121146,0,0
67129132,0,0
67137135,0,0
67141115,0,0
67153199,0,0
67165027,0,0
67169105,0,0
67185102,0,0
67185166,0,0
67193104,0,0
67197019,0,0
67421739,9016902-07,9016902-07 x EV2311C2-C0AAC
68352516,67133079-12,A3525-A3244-BAH
68381333,9016246-03,A3525-A3244-BAH
69090024,9412523-01,Exp4406
69250600,BL3510A9-D0AAC,BL3510A9-D0AAC x GL4808A1-D0YN
69311428,9461036-21,Exp4406
70171758,0,0
70271905,AR0830199,Exp4406
70311028,8478638-52-17,8478638-52-17 x 9412523-01
70404329,AR0830199,Exp4406
70490447,EV2012A2-C0YNN,A3525-A3244-BAH
70520427,EV1912A3-C0YNN,A3525-A3244-BAH
70826751,0,0
70876922,0,0
72143110,0,0
72151329,BN1100406,Exp4406
73301323,GL5011D3-B1AAC,A3525-A3244-BAH
73764382,13404BB2,01136-32 (2) x 71005-05RR
73798609,ST2250,ExpRR
73820748,13404GG,13404GG x ResnikRR
73845641,13404BB2,61615CCRR
74142136,9417127-35,Exp4406
75162339,8479733-59,Exp4406
75251428,9461036-21,Exp4406
76051047,GL4711B1-C0AAC,EI3912A8-D0DNN
76132184,HI1001306,Exp4406
76171112,0,0
76222418,DW3612C7-C0YNN,CSR5452N-T1BAH
76380424,8478638-52-17,8478638-52-17 x 9412523-01
76420724,9417127-35,Exp4406
77130123,AR0830199,Exp4406
77169078,0,0
77189114,0,0
77197051,0,0
77201087,0,0
77201164,0,0
77252418,DW3612C7-C0YNN,CSR5452N-T1BAH
77266152,0,0
77301427,AW2212A3-DOYNN,EV2312B2-CODNN
78091047,GL4711B1-C0AAC,EI3912A8-D0DNN
78320329,AR0830199,Exp4406
79072143,RM2113B2-C0YNN,A3525-A3244-BAH
79150907,9417127-35,Exp4406
79162140,OW1008427,Exp4406
79380729,BN2613A3-C0YNN,10020328-19 x AK2711K1-B1BAH
80213755,0,0
81180925,0,0
82147657,0,0
82224905,0,0
82264565,0,0
83121431,0,0
83160645,0,0
83181015,0,0
83389190,0,0
84134405,0,0
84343415,0,0
84460075,0,0
84486171,0,0
85210625,0,0
85331715,0,0
85392905,0,0
86115079,0,0
86142430,0,0
86237173,0,0
86274215,0,0
86351435,0,0
86422661,0,0
87282511,0,0
88192265,0,0
88211855,0,0
88220415,0,0
88234045,0,0
88441198,0,0
89126133,0,0
89146110,0,0
89150792,PI540454,XP3299
89150793,PI540454,XP3299
90046112,0,0
90202016,0,0
90210442,0,0
90282601,0,0
90362421,0,0
90362556,0,0
90501911,0,0
90897327,0,0
91221152,0,0
91384284,0,0
92112264,0,0
92180643,0,0
92394228,0,0
92417111,J88284 89Y142-36,R914210F3
92422749,0,0
92440927,0,0
92478609,0,0
93022415,0,0
93143074,0,0
93334045,0,0
93397033,0,0
93454905,0,0
93831526,0,0
93918432,Land O'Lakes L2494,YP20896F2
94106224,0,0
94115826,0,0
94124374,0,0
94130782,0,0
94137321,0,0
94143901,0,0
94222415,0,0
94334045,0,0
95062025,0,0
95092896,0,0
95330721,0,0
96160254,0,0
96292716,0,0
96462908,0,0
97032301,0,0
97274007,0,0
97450705,0,0
98164635,0,0
98179010,0,0
98193227,0,0
98331422,0,0
98433118,0,0
99144935,0,0
99271316,0,0
99284915,0,0
99401805,0,0
99466158,0,0
99497033,0,0
201007933,S05CA-203,PI638511
301202006,0,0
306601347,0,0
306612412,0,0
306734323,0,0
306924721,0,0
601314508,0,0
616159456,ST2250,61615CCRR
801122200,0,0
801843114,0,0
801843144,0,0
901181544,PI542053,H86-5403 x DPL415
922411274,PI561596,Hartz 507 x Hartz 508
922411394,PI561596,Hartz 507 x Hartz 508
924156915,PI565511,Asgrow 2835 x MON40-3-2
924181339,PI573031,Asgrow 4138 x MON40-3-2
928933959,PI568244,Asgrow 3510 (2) x (Asgrow 3237 x MON40-3-2)
947262953,HS4824,BR4433 (2) x (Asgrow 4715 (4) x MON40-3-2)
1096221658,0,0
1110110222,0,0
1196221658,0,0
1467521658,0,0
1500021658,0,0
1654721658,0,0
1811321658,0,0
1972621658,0,0
2229021658,0,0
2244550112,0,0
2252921658,0,0
2293921658,0,0
2306521658,0,0
2366062471,0,0
2393321658,0,0
2472221658,0,0
2484721658,0,0
2522121658,0,0
2585850112,0,0
2585921658,0,0
4310350112,0,0
4319662471,0,0
4980321658,0,0
5101821658,0,0
5321250112,0,0
5326350112,0,0
5363150112,0,0
5555821658,0,0
5571721658,0,0
5656250112,0,0
5677250112,0,0
6007521658,0,0
6008121658,0,0
6163048123,1136,1136 x 71005-05RR
6163049318,1136,1136 x 71005-05RR
6167541382,171895,ResnikRR
7991150112,0,0
8595250112,0,0
8616350112,0,0
8816075696,PI518664,PI556861
8967515073,PI518664,PI556861
9063092096,PI568240,PI568241
9106132452,PI568244,PI561711
9106132516,PI568244,PI561711
9142105423,PI540454,MON40-3-2
9241565976,PI565511,Asgrow 2835 x MON40-3-2
9243035090,PI539936,Asgrow 3935 x MON40-3-2
9246337447,PI591566,Hutcheson x MON40-3-2
9270518003,PI565511,Asgrow 3431 x (Asgrow 3242 x MON40-3-2)
9380449410,BR881607 P90-10574,BR881607 P90-10574 (2) x MON40-3-2
9505119785,PI594386,QR5349 x (Asgrow 5547 (2) x MON40-3-2)
9597972420,MO13404,Asgrow 3431 x (Asgrow 2835 x MON40-3-2)
55020130067,0,0
82923950112,0,0
82926150112,0,0
86185896223,XX5512,X6591
89248009206,Asgrow 2872 x Asgrow 2967,Asgrow 5403 x (Chamberlain x W20)
90139820837,IP95125-187-23516,PI539936
90559121658,0,0
90570821658,0,0
90573321658,0,0
90595050112,0,0
91062936407,PI561718,XR3504
91105993404,PI556930,PI561219
91105993405,PI556930,PI561219
91112039947,PI556930,MON40-3-2
91119238595,PI518664,MON40-3-2
91339893433,PI568242,PI540454
91348793299,PI568242,XP2127
91348793300,PI568242,PI568241
92382094165,EP88236Q90-1255,J89-1234
92382094203,PI592557,PI573031
93127627010,PI584331,Asgrow 2396 x (Asgrow 3237 (3) x MON40-3-2)
93800394611,PI591562,Asgrow 4341 x (Asgrow 4715 (4) x MON40-3-2)
93800394612,PI591562,Asgrow 4341 x (Asgrow 4715 (4) x MON40-3-2)
93800594145,PI592557,Asgrow 4715 x MON40-3-2
93802794239,PI592557,Asgrow 4426 x (Asgrow 4138 x MON40-3-2)
94348595149,PI592556,Asgrow 4922 (2) x (Asgrow 4715 (4) x MON40-3-2)
94348595217,PI592556,Asgrow 4539 x (Asgrow 3431 (2) x (Asgrow 3242 x MON40-3-2))
94348595302,PI592556,Asgrow 4539 x (Asgrow 3432 (2) x MON40-3-2)
94502395194,PI592556,CR426 x (Asgrow 4715 x MON40-3-2)
94505396150,CM428,Asgrow 4922 x AG4701
1.72E+11,0,0
1.80E+11,0,0
1.80E+11,0,0
2.16E+11,0,0
2.17E+11,0,0
2.18E+11,0,0
"""A LINE DERIVED FROM WILLIAMS-EMS""",0,0
"""AN EXPERIMENTAL PROPRIETARY SOYBEAN LINE""",0,0
((((Amsoy x Beeson) x Williams) x Asgrow 1937) x Asgrow 1929) x Pioneer 93B51,(((Amsoy x Beeson) x Williams) x Asgrow 1937) x Asgrow 1929,PI602396
(((Amsoy x Beeson) x Williams) x Asgrow 1937) x Asgrow 1929,((Amsoy x Beeson) x Williams) x Asgrow 1937,PI556927
(((Centennial x D73-4124) x (Pioneer 5482 x Centennial)) x W20) x ((Centennial x D73-4124) x (Pioneer 5482 x Centennial)),((Centennial x D73-4124) x (Pioneer 5482 x Centennial)) x W20,(Centennial x D73-4124) x (Pioneer 5482 x Centennial)
(((Merit x (Harosoy x Norchief) x (Traverse x PI196163))) x (Merit x Beeson)),(Merit x (Harosoy x Norchief)) x (Traverse x PI196163),Merit x Beeson
(((Pioneer 4280 x Fayette) x Asgrow 4715) x Asgrow 3431) x Pioneer 94B73,((Pioneer 4280 x Fayette) x Asgrow 4715) x Asgrow 3431,PI615571
(((Scott (4) x Peking) (3) x (Scott (2) x Peking)) x (Scott (9) x Blackhawk)),(Scott (4) x Peking) (3) x (Scott (2) x Peking),Scott (9) x Blackhawk
((A2247 x (A2722 x ((A2943 x D456217) x (A2943 x L2-3)))) x DKB19-51) x CSR3922N,(A2247 x (A2722 x ((A2943 x D456217) x (A2943 x L2-3)))) x DKB19-51,CSR3922N
((Amsoy x Beeson) x Williams) x Asgrow 1937,(Amsoy x Beeson) x Williams,PI556637
((Asgrow 2247 x (Asgrow 2722 x ((Asgrow 2943 x D456217) x (Asgrow 2943 x L2-3)))) x AG3201) x CSR3922N,(Asgrow 2247 x (Asgrow 2722 x ((Asgrow 2943 x D456217) x (Asgrow 2943 x L2-3)))) x AG3201,CSR3922N
((Asgrow 2247 x (Asgrow 2722 x ((Asgrow 2943 x D456217) x (Asgrow 2943 x L2-3)))) x Dekalb DKB27-51) x Dekalb DKB38-52,(Asgrow 2247 x (Asgrow 2722 x ((Asgrow 2943 x D456217) x (Asgrow 2943 x L2-3)))) x Dekalb DKB27-51,8861
((Asgrow 2247 x (Asgrow 2722 x ((Asgrow 2943 x D456217) x (Asgrow 2943 x L2-3)))) x FPG26932) x CSR3922N,(Asgrow 2247 x (Asgrow 2722 x ((Asgrow 2943 x D456217) x (Asgrow 2943 x L2-3)))) x FPG26932,CSR3922N
