Geno,F,M
DS11.48243,IA3023,PI518751
DS11.48244,IA3023,PI518751
DS11.48245,IA3023,PI518751
DS11.48246,IA3023,PI518751
DS11.48247,IA3023,PI518751
DS11.48248,IA3023,PI518751
DS11.48249,IA3023,PI518751
DS11.48250,IA3023,PI518751
DS11.50050,IA3023,PI561370
DS11.50129,IA3023,PI561370
DS11.50143,IA3023,PI561370
DS11.50144,IA3023,PI561370
DS11.50145,IA3023,PI561370
DS11.50146,IA3023,PI561370
DS11.50147,IA3023,PI561370
DS11.50148,IA3023,PI561370
DS11.50150,IA3023,PI561370
DS11.50151,IA3023,PI561370
DS11.50153,IA3023,PI561370
DS11.50154,IA3023,PI561370
DS11.50156,IA3023,PI561370
DS11.50158,IA3023,PI561370
DS11.50159,IA3023,PI561370
DS11.50160,IA3023,PI561370
DS11.50162,IA3023,PI561370
DS11.50163,IA3023,PI561370
DS11.50164,IA3023,PI561370
DS11.50165,IA3023,PI561370
DS11.50166,IA3023,PI561370
DS11.50167,IA3023,PI561370
DS11.50168,IA3023,PI561370
DS11.50169,IA3023,PI561370
DS11.50170,IA3023,PI561370
DS11.50171,IA3023,PI561370
DS11.50174,IA3023,PI561370
DS11.50176,IA3023,PI561370
DS11.50177,IA3023,PI561370
DS11.50180,IA3023,PI561370
DS11.50182,IA3023,PI561370
DS11.50185,IA3023,PI561370
DS11.50186,IA3023,PI561370
DS11.50188,IA3023,PI561370
DS11.50189,IA3023,PI561370
DS11.50190,IA3023,PI561370
DS11.50192,IA3023,PI561370
DS11.50193,IA3023,PI561370
DS11.50194,IA3023,PI561370
DS11.50195,IA3023,PI561370
DS11.50196,IA3023,PI561370
DS11.50198,IA3023,PI561370
DS11.50199,IA3023,PI561370
DS11.50200,IA3023,PI561370
DS11.50202,IA3023,PI561370
DS11.50203,IA3023,PI561370
DS11.50204,IA3023,PI561370
DS11.50205,IA3023,PI561370
DS11.50210,IA3023,PI561370
DS11.50211,IA3023,PI561370
DS11.50212,IA3023,PI561370
DS11.50213,IA3023,PI561370
DS11.50215,IA3023,PI561370
DS11.50216,IA3023,PI561370
DS11.50218,IA3023,PI561370
DS11.50219,IA3023,PI561370
DS11.50220,IA3023,PI561370
DS11.50222,IA3023,PI561370
DS11.50224,IA3023,PI561370
DS11.50225,IA3023,PI561370
DS11.50226,IA3023,PI561370
DS11.50227,IA3023,PI561370
DS11.50228,IA3023,PI561370
DS11.50229,IA3023,PI561370
DS11.50230,IA3023,PI561370
DS11.50234,IA3023,PI561370
DS11.50235,IA3023,PI561370
DS11.50236,IA3023,PI561370
DS11.50237,IA3023,PI561370
DS11.50238,IA3023,PI561370
DS11.50239,IA3023,PI561370
DS11.50246,IA3023,PI561370
DS11.50249,IA3023,PI561370
DS11.50251,IA3023,PI561370
DS11.50253,IA3023,PI561370
DS11.50254,IA3023,PI561370
DS11.50256,IA3023,PI561370
DS11.50257,IA3023,PI561370
DS11.50258,IA3023,PI561370
DS11.50259,IA3023,PI561370
DS11.50260,IA3023,PI561370
DS11.50262,IA3023,PI561370
DS11.50264,IA3023,PI561370
DS11.50265,IA3023,PI561370
DS11.50266,IA3023,PI561370
DS11.50267,IA3023,PI561370
DS11.50268,IA3023,PI561370
DS11.50269,IA3023,PI561370
DS11.50270,IA3023,PI561370
DS11.50271,IA3023,PI561370
DS11.50275,IA3023,PI561370
DS11.50276,IA3023,PI561370
DS11.50277,IA3023,PI561370
DS11.50278,IA3023,PI561370
DS11.50279,IA3023,PI561370
DS11.50280,IA3023,PI561370
DS11.50281,IA3023,PI561370
DS11.50283,IA3023,PI561370
DS11.50284,IA3023,PI561370
DS11.50285,IA3023,PI561370
DS11.50288,IA3023,PI561370
DS11.50289,IA3023,PI561370
DS11.50291,IA3023,PI561370
DS11.50294,IA3023,PI561370
DS11.50295,IA3023,PI561370
DS11.50296,IA3023,PI561370
DS11.50297,IA3023,PI561370
DS11.50299,IA3023,PI561370
DS11.50300,IA3023,PI561370
DS11.50301,IA3023,PI561370
DS11.50303,IA3023,PI561370
DS11.50304,IA3023,PI561370
DS11.50305,IA3023,PI561370
DS11.50308,IA3023,PI561370
DS11.50311,IA3023,PI561370
DS11.50314,IA3023,PI561370
DS11.50315,IA3023,PI561370
DS11.50316,IA3023,PI561370
DS11.50317,IA3023,PI561370
DS11.50320,IA3023,PI561370
DS11.50321,IA3023,PI561370
DS11.50322,IA3023,PI561370
DS11.50323,IA3023,PI561370
DS11.50324,IA3023,PI561370
DS11.50325,IA3023,PI561370
DS11.50326,IA3023,PI561370
DS11.50331,IA3023,PI561370
DS11.50332,IA3023,PI561370
DS11.50335,IA3023,PI561370
DS11.50336,IA3023,PI561370
DS11.50341,IA3023,PI561370
DS11.50346,IA3023,PI561370
DS11.54002,IA3023,PI404188A
DS11.54004,IA3023,PI404188A
DS11.54005,IA3023,PI404188A
DS11.54006,IA3023,PI404188A
DS11.54007,IA3023,PI404188A
DS11.54008,IA3023,PI404188A
DS11.54009,IA3023,PI404188A
DS11.54010,IA3023,PI404188A
DS11.54011,IA3023,PI404188A
DS11.54012,IA3023,PI404188A
DS11.54013,IA3023,PI404188A
DS11.54014,IA3023,PI404188A
DS11.54015,IA3023,PI404188A
DS11.54016,IA3023,PI404188A
DS11.54017,IA3023,PI404188A
DS11.54018,IA3023,PI404188A
DS11.54019,IA3023,PI404188A
DS11.54020,IA3023,PI404188A
DS11.54021,IA3023,PI404188A
DS11.54022,IA3023,PI404188A
DS11.54023,IA3023,PI404188A
DS11.54024,IA3023,PI404188A
DS11.54026,IA3023,PI404188A
DS11.54027,IA3023,PI404188A
DS11.54028,IA3023,PI404188A
DS11.54029,IA3023,PI404188A
DS11.54030,IA3023,PI404188A
DS11.54032,IA3023,PI404188A
DS11.54033,IA3023,PI404188A
DS11.54034,IA3023,PI404188A
DS11.54035,IA3023,PI404188A
DS11.54036,IA3023,PI404188A
DS11.54038,IA3023,PI404188A
DS11.54039,IA3023,PI404188A
DS11.54040,IA3023,PI404188A
DS11.54041,IA3023,PI404188A
DS11.54042,IA3023,PI404188A
DS11.54044,IA3023,PI404188A
DS11.54046,IA3023,PI404188A
DS11.54047,IA3023,PI404188A
DS11.54048,IA3023,PI404188A
DS11.54049,IA3023,PI404188A
DS11.54050,IA3023,PI404188A
DS11.54051,IA3023,PI404188A
DS11.54052,IA3023,PI404188A
DS11.54053,IA3023,PI404188A
DS11.54054,IA3023,PI404188A
DS11.54057,IA3023,PI404188A
DS11.54058,IA3023,PI404188A
DS11.54059,IA3023,PI404188A
DS11.54060,IA3023,PI404188A
DS11.54062,IA3023,PI404188A
DS11.54063,IA3023,PI404188A
DS11.54064,IA3023,PI404188A
DS11.54065,IA3023,PI404188A
DS11.54066,IA3023,PI404188A
DS11.54067,IA3023,PI404188A
DS11.54068,IA3023,PI404188A
DS11.54069,IA3023,PI404188A
DS11.54070,IA3023,PI404188A
DS11.54073,IA3023,PI404188A
DS11.54074,IA3023,PI404188A
DS11.54075,IA3023,PI404188A
DS11.54076,IA3023,PI404188A
DS11.54077,IA3023,PI404188A
DS11.54078,IA3023,PI404188A
DS11.54079,IA3023,PI404188A
DS11.54081,IA3023,PI404188A
DS11.54082,IA3023,PI404188A
DS11.54084,IA3023,PI404188A
DS11.54085,IA3023,PI404188A
DS11.54095,IA3023,PI404188A
DS11.54103,IA3023,PI404188A
DS11.54104,IA3023,PI404188A
DS11.54105,IA3023,PI404188A
DS11.54106,IA3023,PI404188A
DS11.54107,IA3023,PI404188A
DS11.54108,IA3023,PI404188A
DS11.54109,IA3023,PI404188A
DS11.54110,IA3023,PI404188A
DS11.54112,IA3023,PI404188A
DS11.54113,IA3023,PI404188A
DS11.54114,IA3023,PI404188A
DS11.54115,IA3023,PI404188A
DS11.54118,IA3023,PI404188A
DS11.54119,IA3023,PI404188A
DS11.54120,IA3023,PI404188A
DS11.54121,IA3023,PI404188A
DS11.54122,IA3023,PI404188A
DS11.54123,IA3023,PI404188A
DS11.54124,IA3023,PI404188A
DS11.54125,IA3023,PI404188A
DS11.54128,IA3023,PI404188A
DS11.54129,IA3023,PI404188A
DS11.54131,IA3023,PI404188A
DS11.54137,IA3023,PI404188A
DS11.54138,IA3023,PI404188A
DS11.54139,IA3023,PI404188A
DS11.54140,IA3023,PI404188A
DS11.54141,IA3023,PI404188A
DS11.54142,IA3023,PI404188A
DS11.54144,IA3023,PI404188A
DS11.54145,IA3023,PI404188A
DS11.54146,IA3023,PI404188A
DS11.54148,IA3023,PI404188A
DS11.54149,IA3023,PI404188A
DS11.54150,IA3023,PI404188A
DS11.54151,IA3023,PI404188A
DS11.54153,IA3023,PI404188A
DS11.54154,IA3023,PI404188A
DS11.54155,IA3023,PI404188A
DS11.54156,IA3023,PI404188A
DS11.54157,IA3023,PI404188A
DS11.54158,IA3023,PI404188A
DS11.54161,IA3023,PI404188A
DS11.54162,IA3023,PI404188A
DS11.54163,IA3023,PI404188A
DS11.54164,IA3023,PI404188A
DS11.54165,IA3023,PI404188A
DS11.54167,IA3023,PI404188A
DS11.54168,IA3023,PI404188A
DS11.54169,IA3023,PI404188A
DS11.54170,IA3023,PI404188A
DS11.54171,IA3023,PI404188A
DS11.54172,IA3023,PI404188A
DS11.54173,IA3023,PI404188A
DS11.54174,IA3023,PI404188A
DS11.54175,IA3023,PI404188A
DS11.54176,IA3023,PI404188A
DS11.54177,IA3023,PI404188A
DS11.54178,IA3023,PI404188A
DS11.54179,IA3023,PI404188A
DS11.54180,IA3023,PI404188A
DS11.54181,IA3023,PI404188A
DS11.54182,IA3023,PI404188A
DS11.54188,IA3023,PI404188A
DS11.54207,IA3023,PI404188A
DS11.54208,IA3023,PI404188A
DS11.54224,IA3023,PI404188A
DS11.54225,IA3023,PI404188A
DS11.64001,IA3023,PI574486
DS11.64002,IA3023,PI574486
DS11.64003,IA3023,PI574486
DS11.64005,IA3023,PI574486
DS11.64007,IA3023,PI574486
DS11.64008,IA3023,PI574486
DS11.64009,IA3023,PI574486
DS11.64011,IA3023,PI574486
DS11.64012,IA3023,PI574486
DS11.64014,IA3023,PI574486
DS11.64015,IA3023,PI574486
DS11.64016,IA3023,PI574486
DS11.64017,IA3023,PI574486
DS11.64019,IA3023,PI574486
DS11.64020,IA3023,PI574486
DS11.64022,IA3023,PI574486
DS11.64023,IA3023,PI574486
DS11.64024,IA3023,PI574486
DS11.64025,IA3023,PI574486
DS11.64026,IA3023,PI574486
DS11.64027,IA3023,PI574486
DS11.64029,IA3023,PI574486
DS11.64031,IA3023,PI574486
DS11.64032,IA3023,PI574486
DS11.64033,IA3023,PI574486
DS11.64034,IA3023,PI574486
DS11.64035,IA3023,PI574486
DS11.64036,IA3023,PI574486
DS11.64037,IA3023,PI574486
DS11.64039,IA3023,PI574486
DS11.64044,IA3023,PI574486
DS11.64045,IA3023,PI574486
DS11.64047,IA3023,PI574486
DS11.64048,IA3023,PI574486
DS11.64050,IA3023,PI574486
DS11.64051,IA3023,PI574486
DS11.64053,IA3023,PI574486
DS11.64054,IA3023,PI574486
DS11.64055,IA3023,PI574486
DS11.64057,IA3023,PI574486
DS11.64058,IA3023,PI574486
DS11.64059,IA3023,PI574486
DS11.64060,IA3023,PI574486
DS11.64061,IA3023,PI574486
DS11.64063,IA3023,PI574486
DS11.64064,IA3023,PI574486
DS11.64065,IA3023,PI574486
DS11.64066,IA3023,PI574486
DS11.64069,IA3023,PI574486
DS11.64070,IA3023,PI574486
DS11.64071,IA3023,PI574486
DS11.64072,IA3023,PI574486
DS11.64073,IA3023,PI574486
DS11.64074,IA3023,PI574486
DS11.64076,IA3023,PI574486
DS11.64077,IA3023,PI574486
DS11.64078,IA3023,PI574486
DS11.64079,IA3023,PI574486
DS11.64081,IA3023,PI574486
DS11.64083,IA3023,PI574486
DS11.64084,IA3023,PI574486
DS11.64086,IA3023,PI574486
DS11.64089,IA3023,PI574486
DS11.64090,IA3023,PI574486
DS11.64091,IA3023,PI574486
DS11.64095,IA3023,PI574486
DS11.64097,IA3023,PI574486
DS11.64098,IA3023,PI574486
DS11.64099,IA3023,PI574486
DS11.64101,IA3023,PI574486
DS11.64102,IA3023,PI574486
DS11.64103,IA3023,PI574486
DS11.64104,IA3023,PI574486
DS11.64106,IA3023,PI574486
DS11.64111,IA3023,PI574486
DS11.64113,IA3023,PI574486
DS11.64114,IA3023,PI574486
DS11.64115,IA3023,PI574486
DS11.64116,IA3023,PI574486
DS11.64117,IA3023,PI574486
DS11.64120,IA3023,PI574486
DS11.64121,IA3023,PI574486
DS11.64122,IA3023,PI574486
DS11.64123,IA3023,PI574486
DS11.64124,IA3023,PI574486
DS11.64125,IA3023,PI574486
DS11.64126,IA3023,PI574486
DS11.64127,IA3023,PI574486
DS11.64129,IA3023,PI574486
DS11.64131,IA3023,PI574486
DS11.64132,IA3023,PI574486
DS11.64133,IA3023,PI574486
DS11.64135,IA3023,PI574486
DS11.64136,IA3023,PI574486
DS11.64137,IA3023,PI574486
DS11.64138,IA3023,PI574486
DS11.64139,IA3023,PI574486
DS11.64140,IA3023,PI574486
DS11.64141,IA3023,PI574486
DS11.64142,IA3023,PI574486
DS11.64144,IA3023,PI574486
DS11.64145,IA3023,PI574486
DS11.64146,IA3023,PI574486
DS11.64148,IA3023,PI574486
DS11.64149,IA3023,PI574486
DS11.64150,IA3023,PI574486
DS11.64153,IA3023,PI574486
DS11.64154,IA3023,PI574486
DS11.64155,IA3023,PI574486
DS11.64158,IA3023,PI574486
DS11.64161,IA3023,PI574486
DS11.64162,IA3023,PI574486
DS11.64163,IA3023,PI574486
DS11.64164,IA3023,PI574486
DS11.64165,IA3023,PI574486
DS11.64167,IA3023,PI574486
DS11.64169,IA3023,PI574486
DS11.64170,IA3023,PI574486
DS11.64171,IA3023,PI574486
DS11.64172,IA3023,PI574486
DS11.64174,IA3023,PI574486
DS11.64175,IA3023,PI574486
DS11.64177,IA3023,PI574486
DS11.64180,IA3023,PI574486
DS12.18001,IA3023,NE3001
DS12.18002,IA3023,NE3001
DS12.18003,IA3023,NE3001
DS12.18004,IA3023,NE3001
DS12.18006,IA3023,NE3001
DS12.18009,IA3023,NE3001
DS12.18011,IA3023,NE3001
DS12.18012,IA3023,NE3001
DS12.18013,IA3023,NE3001
DS12.18016,IA3023,NE3001
DS12.18017,IA3023,NE3001
DS12.18020,IA3023,NE3001
DS12.18021,IA3023,NE3001
DS12.18023,IA3023,NE3001
DS12.18024,IA3023,NE3001
DS12.18028,IA3023,NE3001
DS12.18030,IA3023,NE3001
DS12.18031,IA3023,NE3001
DS12.18032,IA3023,NE3001
DS12.18033,IA3023,NE3001
DS12.18034,IA3023,NE3001
DS12.18035,IA3023,NE3001
DS12.18036,IA3023,NE3001
DS12.18037,IA3023,NE3001
DS12.18039,IA3023,NE3001
DS12.18041,IA3023,NE3001
DS12.18042,IA3023,NE3001
DS12.18043,IA3023,NE3001
DS12.18044,IA3023,NE3001
DS12.18045,IA3023,NE3001
DS12.18048,IA3023,NE3001
DS12.18049,IA3023,NE3001
DS12.18050,IA3023,NE3001
DS12.18051,IA3023,NE3001
DS12.18052,IA3023,NE3001
DS12.18053,IA3023,NE3001
DS12.18054,IA3023,NE3001
DS12.18055,IA3023,NE3001
DS12.18056,IA3023,NE3001
DS12.18057,IA3023,NE3001
DS12.18058,IA3023,NE3001
DS12.18060,IA3023,NE3001
DS12.18061,IA3023,NE3001
DS12.18063,IA3023,NE3001
DS12.18065,IA3023,NE3001
DS12.18066,IA3023,NE3001
DS12.18067,IA3023,NE3001
DS12.18071,IA3023,NE3001
DS12.18072,IA3023,NE3001
DS12.18073,IA3023,NE3001
DS12.18074,IA3023,NE3001
DS12.18075,IA3023,NE3001
DS12.18078,IA3023,NE3001
DS12.18079,IA3023,NE3001
DS12.18081,IA3023,NE3001
DS12.18082,IA3023,NE3001
DS12.18083,IA3023,NE3001
DS12.18086,IA3023,NE3001
DS12.18090,IA3023,NE3001
DS12.18091,IA3023,NE3001
DS12.18096,IA3023,NE3001
DS12.18097,IA3023,NE3001
DS12.18099,IA3023,NE3001
DS12.18100,IA3023,NE3001
DS12.18101,IA3023,NE3001
DS12.18102,IA3023,NE3001
DS12.18103,IA3023,NE3001
DS12.18106,IA3023,NE3001
DS12.18108,IA3023,NE3001
DS12.18109,IA3023,NE3001
DS12.18111,IA3023,NE3001
DS12.18113,IA3023,NE3001
DS12.18114,IA3023,NE3001
DS12.18115,IA3023,NE3001
DS12.18117,IA3023,NE3001
DS12.18118,IA3023,NE3001
DS12.18120,IA3023,NE3001
DS12.18124,IA3023,NE3001
DS12.18125,IA3023,NE3001
DS12.18127,IA3023,NE3001
DS12.18129,IA3023,NE3001
DS12.18133,IA3023,NE3001
DS12.18134,IA3023,NE3001
DS12.18135,IA3023,NE3001
DS12.18136,IA3023,NE3001
DS12.18139,IA3023,NE3001
DS12.18141,IA3023,NE3001
DS12.18142,IA3023,NE3001
DS12.18143,IA3023,NE3001
DS12.18144,IA3023,NE3001
DS12.18145,IA3023,NE3001
DS12.18148,IA3023,NE3001
DS12.18149,IA3023,NE3001
DS12.18150,IA3023,NE3001
DS12.18151,IA3023,NE3001
DS12.18152,IA3023,NE3001
DS12.18154,IA3023,NE3001
DS12.18155,IA3023,NE3001
DS12.18157,IA3023,NE3001
DS12.18158,IA3023,NE3001
DS12.18160,IA3023,NE3001
DS12.18163,IA3023,NE3001
DS12.18164,IA3023,NE3001
DS12.18165,IA3023,NE3001
DS12.18166,IA3023,NE3001
DS12.18168,IA3023,NE3001
DS12.18169,IA3023,NE3001
DS12.18171,IA3023,NE3001
DS12.18172,IA3023,NE3001
DS12.18173,IA3023,NE3001
DS12.18174,IA3023,NE3001
DS12.18175,IA3023,NE3001
DS12.18176,IA3023,NE3001
DS12.18178,IA3023,NE3001
DS12.18179,IA3023,NE3001
DS12.18180,IA3023,NE3001
DS12.18182,IA3023,NE3001
DS12.18184,IA3023,NE3001
DS12.18185,IA3023,NE3001
DS12.18186,IA3023,NE3001
DS12.18187,IA3023,NE3001
DS12.18190,IA3023,NE3001
DS12.18191,IA3023,NE3001
DS12.18192,IA3023,NE3001
DS12.18194,IA3023,NE3001
DS12.18195,IA3023,NE3001
DS12.18197,IA3023,NE3001
DS12.18199,IA3023,NE3001
DS12.18201,IA3023,NE3001
DS12.18202,IA3023,NE3001
DS12.18203,IA3023,NE3001
DS12.18204,IA3023,NE3001
DS12.18205,IA3023,NE3001
DS12.18206,IA3023,NE3001
DS12.18207,IA3023,NE3001
DS12.18208,IA3023,NE3001
